Age,Gender,Location,EducationLevel,ClickThroughRate,Impressions,EngagementTime,BounceRate,AdType,ContentTopic,AdSize,PurchaseHistory,BrowsingBehavior,SiteNavigationPatterns,TimeOfDay,DeviceUsed,InternetBrowser
41,Female,Birmingham,Secondary,0.08370020921444421,7948,164,0.13381327754973282,Image,Technology,Small,Low,Moderate,Simple,Morning,Mobile,Chrome
55,Other,Manchester,Post-secondary,0.5998245833260225,5521,299,0.5307212491581217,Video,Technology,Large,High,Frequent,Complex,Morning,Tablet,Firefox
44,Female,London,Post-secondary,0.22804609816491894,9072,64,0.3117238896348954,Text,Travel,Medium,None,Moderate,Complex,Evening,Desktop,Safari
43,Other,Glasgow,Secondary,0.41678174737952944,5579,161,0.6126887629156766,Video,Fashion,Small,None,Moderate,Complex,Afternoon,Desktop,Chrome
43,Other,Glasgow,Post-secondary,0.3182942498743513,2637,140,0.2032555404902069,Image,Fashion,Small,High,Moderate,Moderate,Evening,Mobile,Chrome
24,Female,Manchester,Secondary,0.6428539475072395,8378,276,0.9253924603308462,Video,Food,Small,Low,Rare,Simple,Morning,Desktop,Opera
42,Male,London,Secondary,0.431034672806622,5024,39,0.43792181715046197,Image,Fashion,Medium,Low,Frequent,Complex,Morning,Tablet,Firefox
33,Other,Glasgow,Secondary,0.10398209321647645,2272,146,0.43177138085735767,Image,Food,Small,None,Moderate,Simple,Night,Mobile,Opera
55,Other,Manchester,Secondary,0.2156755661320542,8184,93,0.7863250431569317,Text,Fashion,Small,Low,Moderate,Complex,Afternoon,Tablet,Chrome
59,Other,Manchester,Post-secondary,0.5004452736380616,3464,186,0.9075182697110807,Image,Food,Medium,Low,Moderate,Complex,Afternoon,Mobile,Safari
35,Female,Leeds,Secondary,0.7891842270707597,196,252,0.493973762071402,Image,Technology,Small,Low,Rare,Simple,Morning,Tablet,Edge
34,Male,London,Post-secondary,0.009743265237635246,4936,176,0.7712892283134589,Video,Sports,Medium,Medium,Moderate,Complex,Night,Tablet,Opera
61,Other,Leeds,Secondary,0.6124272839894,3702,62,0.14394096349253216,Image,Sports,Large,Medium,Moderate,Moderate,Night,Tablet,Edge
64,Other,Manchester,Secondary,0.11588175867566619,1046,231,0.25240911127893806,Video,Fashion,Medium,Low,Frequent,Simple,Morning,Mobile,Opera
23,Other,Leeds,Secondary,0.6040494237681695,6723,93,0.6929903137003982,Text,Technology,Medium,Medium,Rare,Simple,Morning,Tablet,Safari
37,Female,Leeds,Secondary,0.836807635478249,610,154,0.9267471088454478,Text,Sports,Small,Low,Moderate,Moderate,Morning,Desktop,Chrome
40,Female,Manchester,Post-secondary,0.228482966476935,6241,248,0.11720874437914053,Text,Sports,Large,High,Frequent,Moderate,Evening,Desktop,Edge
63,Female,Glasgow,Secondary,0.49551475247726773,4986,44,0.13438719368540553,Image,Food,Medium,None,Rare,Moderate,Night,Tablet,Edge
29,Female,Birmingham,Secondary,0.7740529258445351,261,176,0.9752272371620451,Video,Sports,Medium,None,Frequent,Simple,Morning,Tablet,Edge
29,Male,Glasgow,Post-secondary,0.17557747925462064,3545,129,0.09123635919825612,Image,Fashion,Medium,High,Moderate,Moderate,Night,Mobile,Edge
51,Female,London,Secondary,0.15256114270196153,2765,149,0.042895897284016105,Video,Technology,Small,None,Rare,Complex,Morning,Desktop,Chrome
25,Female,Glasgow,Post-secondary,0.9050458686392603,3537,10,0.5317543354427275,Image,Food,Large,None,Frequent,Moderate,Night,Desktop,Edge
44,Other,Manchester,Secondary,0.6946466513738965,2167,25,0.22441132095067862,Text,Travel,Large,None,Moderate,Simple,Evening,Desktop,Chrome
25,Female,Leeds,Secondary,0.7365733630422217,6322,288,0.29762656768340956,Text,Fashion,Small,Low,Frequent,Complex,Afternoon,Tablet,Chrome
50,Male,London,Secondary,0.8439686276120403,3439,218,0.6178936933811638,Text,Food,Medium,Low,Moderate,Simple,Morning,Desktop,Chrome
54,Male,London,Secondary,0.5394257808850114,970,203,0.3512464366663688,Video,Food,Large,None,Frequent,Simple,Evening,Mobile,Opera
36,Other,London,Post-secondary,0.4884054991924638,2816,284,0.9956542146624461,Video,Travel,Small,High,Frequent,Complex,Evening,Mobile,Edge
41,Male,Leeds,Secondary,0.5562573515833802,8519,245,0.22822103150431072,Text,Technology,Medium,Low,Moderate,Moderate,Morning,Tablet,Edge
39,Female,Glasgow,Post-secondary,0.7170179689321408,3857,236,0.865275405155818,Image,Travel,Large,None,Frequent,Complex,Evening,Tablet,Opera
20,Female,Leeds,Post-secondary,0.39093730515226144,6797,188,0.8752227692976196,Text,Travel,Medium,Medium,Frequent,Simple,Afternoon,Desktop,Chrome
26,Male,Birmingham,Secondary,0.09516824671698387,1238,36,0.43758639901883567,Text,Fashion,Small,Low,Frequent,Moderate,Afternoon,Tablet,Safari
28,Male,London,Secondary,0.13559688458288466,3362,57,0.9973363103790823,Video,Fashion,Small,High,Moderate,Simple,Afternoon,Mobile,Edge
23,Female,Manchester,Secondary,0.9739029580424036,1545,130,0.28280029990752453,Image,Sports,Medium,None,Rare,Simple,Evening,Mobile,Edge
56,Other,Leeds,Secondary,0.051717662340782455,8003,175,0.09106373723041306,Text,Food,Small,None,Frequent,Complex,Morning,Mobile,Safari
56,Female,London,Secondary,0.7116193374491492,2715,249,0.5671949745085875,Image,Fashion,Medium,High,Rare,Moderate,Morning,Desktop,Firefox
54,Other,Leeds,Secondary,0.9436815284210033,2898,232,0.007471774647274665,Image,Food,Small,High,Frequent,Moderate,Afternoon,Mobile,Edge
19,Other,Leeds,Secondary,0.12925954724058308,6531,224,0.47416375488813567,Image,Travel,Small,Low,Moderate,Complex,Morning,Tablet,Chrome
54,Male,Glasgow,Secondary,0.7222643778520782,7671,232,0.8368037913632785,Text,Fashion,Small,High,Moderate,Complex,Morning,Mobile,Edge
23,Other,Leeds,Secondary,0.30245659798031066,4809,262,0.41970707582608435,Image,Fashion,Medium,High,Rare,Moderate,Evening,Desktop,Safari
23,Female,Manchester,Secondary,0.2369650183111639,688,126,0.20399236903377993,Video,Travel,Large,None,Frequent,Moderate,Morning,Desktop,Chrome
56,Female,Birmingham,Post-secondary,0.8526226082130755,5300,299,0.25565555056791833,Image,Food,Large,High,Moderate,Simple,Afternoon,Desktop,Opera
53,Male,Birmingham,Post-secondary,0.9093536915859838,3013,155,0.9138082273681882,Video,Food,Large,Low,Frequent,Simple,Night,Tablet,Chrome
42,Other,Leeds,Secondary,0.34705050939238014,2075,164,0.6622127041301269,Video,Technology,Small,Medium,Frequent,Complex,Morning,Mobile,Opera
33,Female,Leeds,Post-secondary,0.6326475367092674,3714,94,0.1613118662750248,Video,Technology,Medium,Low,Frequent,Simple,Morning,Tablet,Opera
38,Other,Leeds,Secondary,0.1759376343344612,2239,263,0.46319346074949685,Video,Technology,Small,Low,Moderate,Simple,Evening,Desktop,Firefox
27,Female,Birmingham,Post-secondary,0.7897594364262527,6474,138,0.6145937933454146,Image,Food,Medium,Medium,Rare,Moderate,Morning,Mobile,Opera
22,Female,Leeds,Post-secondary,0.8812398878757064,2535,228,0.5051404107654752,Video,Travel,Small,Medium,Frequent,Moderate,Evening,Mobile,Chrome
42,Female,Glasgow,Secondary,0.3186723521815287,7653,162,0.7850888711009105,Image,Sports,Large,Medium,Frequent,Simple,Morning,Mobile,Opera
48,Female,Leeds,Secondary,0.6529669842474817,5746,210,0.0062924527236860595,Text,Sports,Large,High,Moderate,Moderate,Night,Tablet,Safari
20,Male,Manchester,Post-secondary,0.8764176978914925,7167,158,0.2810643499225626,Text,Sports,Large,None,Frequent,Simple,Evening,Desktop,Opera
37,Male,Manchester,Secondary,0.01537490624975646,3919,49,0.5745907120790602,Image,Fashion,Large,High,Frequent,Complex,Morning,Tablet,Opera
21,Other,Birmingham,Secondary,0.855735262079755,7277,229,0.5388997537701047,Image,Sports,Medium,Medium,Rare,Simple,Night,Desktop,Firefox
31,Other,Manchester,Post-secondary,0.5721143441720545,6535,110,0.10408019694404624,Video,Sports,Small,Low,Frequent,Complex,Night,Tablet,Edge
29,Male,Birmingham,Post-secondary,0.4140153847751511,7090,296,0.17521611012760474,Text,Travel,Large,None,Rare,Simple,Morning,Tablet,Opera
31,Female,Manchester,Secondary,0.5226158468487513,4464,92,0.7529587230635673,Text,Technology,Small,None,Frequent,Complex,Evening,Tablet,Chrome
54,Other,Birmingham,Post-secondary,0.824062008061992,1053,7,0.5347854850225998,Image,Travel,Small,Medium,Frequent,Simple,Afternoon,Tablet,Firefox
35,Other,London,Post-secondary,0.7221295495500296,8114,271,0.6399673709743764,Video,Fashion,Small,Medium,Rare,Simple,Night,Desktop,Safari
44,Male,Manchester,Secondary,0.5012648506822494,6849,181,0.8167522208877048,Video,Technology,Large,Medium,Moderate,Moderate,Afternoon,Tablet,Edge
24,Other,Leeds,Secondary,0.487652325937422,2135,32,0.5838266818344574,Video,Food,Large,None,Moderate,Moderate,Morning,Mobile,Chrome
52,Male,Birmingham,Secondary,0.8992577126953837,1973,33,0.31394941658860565,Image,Food,Medium,Medium,Frequent,Simple,Night,Mobile,Safari
39,Female,Birmingham,Secondary,0.2323422036036078,8362,125,0.5232502936403166,Video,Fashion,Medium,High,Rare,Complex,Evening,Tablet,Firefox
38,Other,Glasgow,Secondary,0.09570169580913968,7473,106,0.13039169545293994,Image,Travel,Medium,High,Moderate,Moderate,Night,Desktop,Safari
60,Female,London,Secondary,0.6786381186954319,4410,230,0.27207723249947724,Text,Travel,Large,Medium,Moderate,Moderate,Evening,Desktop,Edge
35,Female,London,Secondary,0.7022117122057644,7567,124,0.6551304024783047,Image,Food,Large,Medium,Moderate,Moderate,Afternoon,Mobile,Opera
55,Male,Leeds,Secondary,0.5683860268209586,9373,142,0.0411110011418061,Image,Travel,Small,Medium,Moderate,Complex,Afternoon,Tablet,Edge
